     Eje X     Eje Y     Eje Z
 -0.612941 -1.976938 -1.104988
 -0.697941  2.047062 -1.061988
 -0.634941 -2.022938 -1.199988
 -0.507941 -2.022938 -1.258988
 -0.720941  1.920063 -1.383988
 -0.454941  1.970062 -1.413988
 -0.531941  1.957062 -1.483988
 -0.604941  1.929062 -1.290988
 -0.690941  1.814062 -1.245988
 -0.751941  1.751063 -1.388988
 -0.577941  1.779063 -1.345988
 -0.739941  1.643062 -1.472988
 -0.632941  1.575063 -1.467988
 -0.683941 -1.901937 -1.472988
 -0.633941 -1.833938 -1.738988
 -0.450941 -1.820938 -1.697988
 -0.516941 -1.809937 -1.614988
 -0.464941 -1.758937 -1.438988
 -0.688941 -1.785938 -1.486988
 -0.596941 -1.692937 -1.182988
 -0.745941  1.805063 -1.178988
 -0.538941  1.866063 -1.254988
 -0.575941  1.862062 -1.336988
 -0.778941  1.922063 -1.315988
 -0.530941  2.018063 -1.203988
 -0.767941  2.043062 -1.461988
 -0.515941 -1.940938 -1.303988
 -0.518941 -1.981938 -1.408988
 -0.651941 -1.960938 -1.897988
 -0.645941 -1.954937 -1.764988
 -0.598941 -1.904938 -1.637988
 -0.524941 -1.891937 -1.556988
 -0.677941 -1.968938 -1.362988
 -0.589941 -1.959937 -1.190988
 -0.673941  1.774063 -1.198988
 -0.649941  1.893062 -0.877988
 -0.594941  1.870062 -0.757988
 -0.775941  1.886063 -0.748988
 -0.640941  1.931062 -0.840988
 -0.686941  1.960063 -0.908988
 -0.649941  1.953063 -0.978988
 -0.753941 -2.041938 -1.128988
 -0.603941 -1.993937 -1.305988
 -0.715941 -2.021938 -1.223988
 -0.603941 -2.001937 -1.193988
 -0.699941  2.012063 -1.274988
 -0.660941  1.961063 -1.185988
 -0.856941 -2.024937 -1.419988
 -0.558941  2.004062 -1.113988
 -0.736941 -2.026937 -1.252988
 -0.543941 -1.960938 -1.102988
 -0.568941  2.047062 -1.155988
 -0.558941 -1.945938 -1.131988
 -0.407941 -1.977937 -1.027988
 -0.544941 -1.774938 -1.115988
 -0.611941 -1.773937 -0.965988
 -0.728941 -1.850937 -1.175988
 -0.573941 -1.868937 -1.051988
 -0.680941 -1.955938 -1.161988
 -0.569941 -1.944937 -1.314988
 -0.512941 -2.024937 -1.358988
 -0.631941  1.876063 -1.490988
 -0.514941  1.866063 -1.224988
 -0.625941  1.918062 -1.382988
 -0.496941  1.989063 -1.190988
 -0.637941  1.918062 -1.223988
 -0.556941  1.920063 -1.124988
 -0.544941  1.984063 -1.058988
 -0.531941 -1.974938 -1.221988
 -0.593941 -1.966938 -1.647988
 -0.618941 -1.986938 -1.548988
 -0.529941 -1.957937 -1.500988
 -0.659941 -1.942937 -1.658988
 -0.567941 -2.006938 -1.429988
 -0.662941 -1.979938 -1.554988
 -0.567941  1.790063 -1.640988
 -0.560941  1.799062 -1.515988
 -0.461941  1.808063 -1.586988
 -0.471941  1.746063 -1.759988
 -0.585941  1.752063 -1.801988
 -0.488941  1.724062 -1.725988
 -0.604941  1.574062 -1.924988
 -0.541941 -1.891937 -1.879988
 -0.781941 -1.971938 -0.814988
 -0.584941 -1.828938 -0.781988
 -0.663941 -1.937937 -0.809988
 -0.638941 -1.933938 -0.874988
 -0.772941 -1.900938 -0.992988
 -0.789941 -1.896937 -1.068988
 -0.680941 -1.756938 -1.122988
 -0.594941 -1.798938 -1.295988
 -0.505941 -1.771937 -1.276988
 -0.550941 -1.249938 -1.322988
 -0.686941 -1.646937 -1.263988
 -0.488941 -1.714937 -1.438988
 -0.358941 -1.736938 -1.496988
 -0.280941 -0.846937 -1.633988
 -0.726941 -0.931938 -0.547988
 -0.642941 -0.938937 -0.583988
 -0.493941 -1.030938 -0.870988
 -0.388941 -1.328938 -1.109988
 -0.354941 -1.458938 -1.481988
 -0.114941  0.469063  2.020012
 -0.485941  0.405062  0.410012
 -0.558941  0.062062  0.703012
 -0.843941 -0.424937  0.407012
 -0.782941 -0.920937  0.134012
 -0.451941 -1.606938  0.299012
 -0.413941  1.733063 -0.713988
 -0.543941  1.671062 -1.346988
 -0.208941  1.656062  0.454012
 -0.056941  1.719062  0.757012
 -0.612941  1.720062  0.982012
 -0.729941  1.834062  1.334012
 -0.800941 -1.646937  1.834012
 -0.554941 -1.029938  1.569012
  0.041059  1.180063  1.539012
 -1.275941  1.310063 -0.916988
 -1.047941  1.756063 -0.642988
 -0.732941  1.805063 -0.950988
 -0.723941  1.801062 -0.692988
 -1.062941  1.980062 -0.313988
 -0.978941 -1.941937 -0.341988
 -0.754941  1.981063 -0.290988
 -0.370941 -2.014937  1.564012
 -0.074941  2.045063  1.176012
 -0.064941  1.723063  1.080012
 -0.493941  1.616063  1.517012
 -0.654941  1.801062  1.614012
 -0.335941  1.946062  1.604012
 -0.230941 -1.943938  1.601012
 -0.886941 -1.780938 -0.603988
 -0.648941 -1.672938 -0.718988
 -0.637941 -1.649938 -0.978988
 -0.472941 -1.807938 -0.952988
 -0.765941 -2.029938 -1.025988
 -0.940941 -1.995937 -0.795988
 -0.997941  1.928063 -0.915988
 -0.422941 -1.904938 -1.691988
 -0.092941 -1.927938 -1.865988
 -0.019941  2.046062 -1.889988
 -0.219941  1.996063 -1.641988
 -0.343941  1.907063 -1.594988
 -0.252941  1.983063 -1.512988
 -0.223941  0.708063 -1.522988
 -1.920000  0.710121  0.796008
  0.082059  1.340121 -0.814980
 -1.582000  0.947062 -0.573984
 -0.648000  0.667121  0.153016
  0.086059 -1.962937 -0.602992
  0.892059 -0.623937  0.180012
  0.718059  0.763062  1.924012
  1.393059  1.746063  0.366012
 -1.468941 -0.108938 -1.834988
 -0.773941 -1.909938 -1.713984
  1.163059 -1.472937  1.268016
  0.020059  1.204062  0.710016
  1.682059  1.375062  1.557016
  1.294059 -0.706879  0.147012
 -1.958941 -0.636879 -1.763984
 -0.236941  1.762121 -0.585988
  1.787059 -1.467937 -0.957988
  1.762059  0.396062  1.297012
  1.511059 -0.799937  0.588012
  1.098059 -1.197937 -1.172988
 -0.486941  1.814062 -1.168988
 -0.120941  0.744062  1.526012
  1.731059  0.396062 -0.310988
 -1.912941  0.846062  1.211012
 -0.489941  1.063063  2.008012
  1.345059  0.554062 -1.243988
 -1.119941  1.018062 -0.750988
  0.291000 -0.585879 -0.648996
  0.859059  0.487063 -0.957980
  0.006000 -1.575938 -1.516992
 -0.126941 -1.944937  1.151016
 -0.448941  2.008121  0.867012
  1.860059 -0.014879  1.264012
  0.512000  0.557063 -1.691984
 -0.696941 -1.028937 -1.408988
 -1.618941  1.899063  1.281012
  0.240059 -1.864938 -0.583984
  1.877059  1.758062  1.905016
  2.014000  1.977062 -0.652984
 -1.832941 -1.035938 -0.364988
 -1.883941  1.929062 -1.463988
  1.450059 -1.561937  0.159016
  1.774059  0.257062  0.051012
 -1.763941  0.145063  0.905012
 -1.766941 -0.266937 -0.603988
 -1.274941 -0.190938  2.007012
  1.497059 -1.381938 -0.081988
  0.452059  1.476063  1.190012
 -1.666941 -0.302938  0.875012
  0.414059  0.657062 -0.014988
  1.763059  0.206062  1.266012
  2.019059  1.992062 -1.058988
 -0.507941  1.040063  1.921012
  0.775059 -0.453938 -1.165988
  0.182059 -1.130937  0.750012
  0.771059  0.824063  0.087012
 -1.737941  0.986063 -1.236988
  1.682059  0.245063 -1.092988
 -0.023941  0.285062 -0.596988
 -0.896941  1.297063 -0.996988
 -0.674941  1.297063  1.840012
 -1.034941 -1.459937  1.337012
  0.151059  0.946121  1.445012
 -0.597941 -1.871938  1.198016
 -1.701000  0.444063 -1.107988
 -0.019941  0.482062 -0.238984
  0.119059 -1.454937 -1.858988
  1.255059  1.392063  1.105012
  1.612059  0.255121 -1.498988
  1.311059  0.633062 -0.813988
 -1.871941  1.462062  0.947012
 -1.714941  0.908063  1.445012
 -1.198941 -1.147938 -0.359988
  0.433059  0.286121  0.877012
  1.973059 -1.017938  1.112012
  2.007059 -1.929937  0.675012
 -1.045941  1.358063  0.817012
 -0.684941  1.519063  2.015012
  1.847059 -0.265938 -1.777988
  1.890059 -0.586937  0.998012
  0.137059 -1.965937 -1.216988
  0.382000 -0.369883 -1.142988
  0.595051 -0.379879  0.431059
 -1.317945 -1.689934 -0.764945
  1.996000  0.718063  0.861008
 -1.096945 -1.538879  1.423020
  0.115000  0.804117  0.549004
 -2.002941  1.162066 -1.608988
  1.552059 -0.954938  0.365016
 -0.405941 -1.915938 -1.497984
  1.734059 -1.432938  0.933012
  0.684059  1.250062  1.275012
  2.019059 -1.976938 -0.409988
  0.940059 -0.425879 -1.848984
 -0.844941  1.508121 -1.535984
  0.835000  0.048066  0.440012
 -0.001000  2.007062  1.226027
 -0.802945 -0.590937  0.321008
 -0.109000  0.987117  0.456043
  0.459051  0.761063 -0.596996
 -1.808996  0.828117 -0.368000
 -1.132941 -0.245879  0.366004
  0.191000  1.638062 -0.005996
  0.280000 -1.019938  0.399012
 -1.622000  1.100062  0.221012
  1.191059  1.010062 -0.576988
  0.185059  1.320063 -1.319988
  0.713000  0.532062 -1.877984
  1.711059  1.795063  1.112016
 -1.317000 -0.317937  1.714012
  1.143000 -0.305937  1.872012
 -0.301000  0.823062 -1.571984
 -0.064941 -1.514938 -1.767984
  0.776059  1.535121  2.014012
 -1.662941  1.771062 -0.318996
  1.409000 -1.018937 -0.713988
 -0.001000 -1.082937  0.369027
 -0.824000  1.025062  1.189012
  0.703059 -1.917938  1.654012
 -1.187000  0.118063 -1.576988
  1.162000 -1.633937 -0.385988
 -0.630941 -0.317937  1.728016
 -0.696941 -1.104938  0.888016
 -1.622941 -0.511937  0.866016
 -1.729941 -1.884938 -1.174984
  0.982059  1.805063 -0.063988
  0.531059 -1.073938 -1.970988
 -1.806000  1.337062 -1.558988
  0.529059  1.245062 -1.337988
 -1.938941 -1.070938  1.838012
  1.383059  1.921062 -0.651988
  1.627059 -1.979938  1.100012
 -0.078941 -1.330938 -1.459988
 -1.404941 -1.074937 -0.375988
  1.080059  0.837062  1.214012
 -0.326941 -0.061937 -1.931988
  1.224059 -1.673938  0.418016
  0.735059 -1.713938 -0.501988
  1.868059  1.506063 -0.053988
  1.072059  0.270063  1.754012
  1.758059 -0.900937  0.337012
 -0.022941 -1.154938 -1.478988
  0.161059 -0.552938 -0.167988
  1.226059 -0.560938  0.670012
 -1.066941 -1.765937 -1.585988
  0.856059  1.716063 -1.358988
  0.924059  1.216063 -1.696988
  1.915059  0.570063 -1.526988
  1.492059 -0.100938 -0.403988
  0.122059  0.364062  1.231012
 -0.425941  1.474062  1.451012
 -0.536941  0.294062 -0.280988
 -1.644941 -0.776937  0.772012
  0.825059 -0.850937  1.892012
  0.094059 -0.080937 -1.924988
  0.570059  0.575063  1.500012
 -1.927941  1.295063  1.054012
 -0.339941  0.094062  1.344012
  1.292059 -0.473938 -1.367988
  1.037059 -1.148937  1.599012
  0.694059 -1.784938  0.499012
  0.500059  1.250062 -0.327988
  0.051059  0.016062 -0.483988
 -0.399941 -1.005937  0.216012
 -1.149941 -1.134938  0.751012
  0.219059 -1.034938  0.768012
  0.987059 -1.247937  0.931012
  1.169059 -1.637938  1.662012
  0.714059 -2.015938 -1.177988
 -0.405941  1.964062 -0.127988
 -1.423941 -1.843938  0.858012
 -2.031941  0.791062  1.146012
 -1.112941  0.740062  0.742012
 -0.794941  1.005062  0.138012
 -0.734941  1.399063 -0.731988
 -0.692941  1.644063 -1.665988
  0.004059  1.650062  1.512012
  0.498059  1.357062  1.128012
  0.467059  1.588063  1.316012
 -0.345941  1.933063 -1.948988
 -0.188941  2.028063  1.535012
  0.151059 -1.917938  1.201012
  0.344059  2.007062  1.314012
  0.107059  1.553063  1.704012
 -0.507941 -0.901937 -1.717988
  0.139059 -0.799937 -1.537988
  0.111059 -0.793938 -1.786988
  0.073059 -0.957937 -1.807988
 -0.240941 -1.368937 -1.511988
 -0.752941 -1.698938 -0.916988
 -1.020941  1.988063 -0.552988
 -1.196941 -0.235938 -0.232988
 -1.974941 -0.088937 -0.554988
 -1.827941  0.258063 -0.200988
 -1.606941  0.868062  0.059012
 -1.212941  1.467062  0.002012
 -0.450941 -1.884938 -0.052988
  0.301059 -1.482937 -0.127988
  0.635059 -1.746938 -0.318988
 -1.493941 -1.625937  1.237012
 -1.288941 -1.325938  0.919012
 -0.455941 -1.004938  0.470012
  0.208059 -1.047938 -0.289988
  0.599059 -1.264938 -0.777988
  0.596059 -1.616938 -1.052988
  0.402059 -1.743937 -1.417988
 -0.824941 -1.572937 -0.888988
 -0.199941 -1.067937 -1.288988
 -0.056941 -1.004938 -1.730988
 -0.040941 -0.968938 -1.748988
 -0.229941 -0.388938  2.042012
  0.127059 -0.763937  1.991012
 -0.271941  0.871063 -1.911988
 -0.611941  0.845062  1.028012
 -1.298941  1.277063  1.994012
 -1.151941  1.641062 -1.572988
 -1.164941  1.871063 -1.219988
 -1.226941 -1.904938 -0.659988
 -0.735941 -1.672938 -0.502988
 -0.508941  0.743062 -0.221988
 -1.185941  0.915062 -1.322988
 -0.974941  1.109063 -1.176988
 -0.941941  1.290063 -1.216988
 -0.920941  1.704062 -1.548988
 -0.721941  1.911062 -1.787988
  0.637059 -1.828938  1.948012
 -0.257941  1.550063  1.877012
  0.004059  0.281063 -1.478988
 -1.061941  0.149062 -0.604988
 -0.773941  0.237062  0.116012
 -0.703941  0.555062  0.929012
 -1.021941  1.006063  1.574012
 -0.650941  0.964063 -1.603988
 -1.291941  1.975062  0.023012
 -0.462941 -1.538937  0.885012
 -0.024941 -1.582937  1.212012
 -0.575941 -1.911937 -1.895988
 -1.374941 -0.904938 -0.836988
 -0.947941 -0.651937 -0.708988
 -0.863941 -1.108938 -0.559988
 -1.095941 -0.930938  0.407012
 -1.062941 -0.623937  0.728012
 -0.909941 -0.355938  0.836012
 -0.801941 -0.535937  0.843012
 -0.989941 -0.857938  1.036012
 -1.292941 -0.656937  1.117012
 -0.789941  1.357062  0.519012
 -0.502941  1.845062  1.652012
  0.080059  1.812063  1.614012
 -0.113941  1.606063  1.822012
 -0.531941  1.449062 -1.746988
 -0.817941  1.488063 -1.175988
 -1.022941  1.618062 -1.060988
 -0.545941 -0.972938 -0.985988
 -0.429941 -1.139938 -1.600988
 -0.572941 -1.057938 -1.152988
 -0.551941 -1.109938 -1.189988
 -0.516941 -1.415938 -1.195988
 -0.648941 -1.806937 -0.707988
 -1.214941 -1.912938 -0.520988
 -1.085941  1.902063 -0.443988
 -0.280941  1.849062 -1.929988
 -0.405941  1.808063 -1.302988
 -0.915941  1.943063 -1.014988
 -0.833941 -1.867937 -0.893988
 -0.577941 -1.771937 -0.863988
 -0.609941 -1.784938 -1.025988
 -0.630941  1.681062 -0.959988
 -0.520941  1.732062 -1.416988
 -0.605941  1.992062 -1.354988
 -0.332941 -1.784938 -1.485988
 -0.128941 -1.789937 -1.447988
 -0.260941 -1.967937 -1.521988
 -0.576941 -2.008938 -1.147988
 -0.725941  1.759063 -0.742988
 -0.207941  1.694062 -1.881988
 -0.245941  1.417063 -2.045988
 -0.554941  1.150062 -1.813988
 -0.695941  1.154063 -1.524988
 -0.625941  1.290063 -1.583988
 -0.668941  1.434062 -1.438988
 -0.750941  1.349062 -1.072988
 -1.007941  1.246063 -1.286988
 -0.847941  1.341063 -1.358988
 -0.918941  1.472062 -1.508988
 -0.607941  1.679062 -1.729988
 -0.374941  1.756063 -1.972988
 -0.203941  1.801062 -1.998988
 -0.468941  1.339062 -1.934988
 -0.525941  1.318063 -1.929988
 -0.398941  1.236063  1.949012
 -0.539941  1.168062  1.816012
 -0.552941  1.331063  1.825012
 -0.519941  1.618062  1.735012
 -0.447941  1.515062  1.948012
 -0.482941  1.824062 -1.441988
 -0.523941  2.044063 -1.572988
 -0.293941 -2.047937 -1.923988
 -0.202941  1.940063 -1.870988
 -0.588941  1.903062 -1.749988
 -0.678941  1.900062 -1.623988
 -0.738941  1.378062 -1.482988
 -0.900941  1.376063 -1.366988
 -0.950941  1.270062 -1.680988
 -0.815941  1.224062 -1.679988
 -0.811941  1.191062 -1.530988
 -0.977941  1.338063 -1.670988
 -0.730941  1.593063 -1.748988
 -0.473941  1.829062 -1.751988
 -0.805941  1.829062 -1.500988
 -0.993941  1.855062 -1.622988
 -0.699941 -2.023937 -1.688988
 -0.537941 -1.965937 -1.847988
 -0.452941 -2.023937 -1.961988
 -0.523941 -1.968938 -1.761988
 -0.690941  1.474062 -1.648988
 -0.568941  1.426062  1.658012
 -0.653941  1.368062  1.541012
 -0.772941  1.425063  1.711012
 -0.615941  1.683063  1.875012
 -0.567941  1.829062  1.743012
 -0.348941  1.953063 -2.026988
 -0.434941  1.880062 -1.726988
 -0.617941  1.608063 -0.330988
 -0.735941  1.486063 -0.335988
 -0.765941  1.541062 -0.424988
 -0.758941  1.449062 -0.785988
 -0.674941  1.511063 -0.883988
 -0.739941  1.507063 -1.057988
 -0.844941  1.919062 -1.270988
 -0.725941  1.879063 -1.100988
 -0.815941  1.726063 -0.953988
 -0.915941  1.688063 -0.858988
 -0.863941  1.877063 -0.800988
 -0.884941 -2.043937 -0.866988
 -0.564941 -1.989938 -0.981988
 -0.592941  1.983063 -1.034988
 -0.442941  1.941062 -1.240988
 -0.626941  1.897063 -1.238988
 -0.467941  2.047062 -1.042988
 -0.535941 -2.021938 -1.134988
 -0.478941 -1.896937 -1.186988
 -0.619941 -1.999938 -1.128988
 -0.676941 -1.590937 -1.156988
 -0.687941 -1.746938 -0.802988
 -0.561941 -1.851938 -0.945988
 -0.604941 -1.982937 -0.810988
 -0.808941  1.893062 -0.702988
 -0.850941  1.765062 -0.753988
 -0.649941 -1.286937 -0.810988
 -0.445941 -1.190938 -0.772988
 -0.708941 -1.328938 -0.716988
 -0.596941 -1.449937 -0.664988
 -0.497941 -1.656937 -0.819988
 -0.787941 -1.617937 -0.921988
 -0.863941 -1.715937 -0.842988
 -0.758941  1.911062 -1.116988
 -0.628941 -1.888937 -1.300988
 -0.658941 -1.727937 -1.133988
 -0.705941 -1.683938 -0.984988
 -0.555941 -1.583938 -0.861988
 -0.616941 -1.422938 -0.662988
 -0.626941 -1.316937 -0.638988
 -0.659941 -1.819937 -0.693988
 -0.507941 -1.493937 -0.926988
 -0.698941 -1.804937 -0.596988
 -0.588941  2.019063 -0.534988
 -0.603941  2.007062 -0.557988
 -0.763941 -1.833938 -0.255988
 -1.065941 -1.970937 -0.201988
 -0.960941 -1.504938 -0.209988
 -0.493941 -1.449937 -1.282988
 -0.602941 -1.223938 -0.951988
 -0.620941 -1.222937 -0.909988
 -0.725941 -1.280938 -1.089988
 -0.631941 -1.484938 -0.952988
 -0.670941 -1.641937 -0.983988
 -0.802941  1.370062 -0.970988
 -0.779941  1.403062 -1.069988
 -0.694941  1.537063 -0.999988
 -0.602941  1.607062 -0.983988
 -0.572941  1.597062 -0.933988
 -0.713941  1.631063 -0.798988
 -0.739941  1.667063 -0.597988
 -0.855941 -1.869938 -0.437988
 -0.509941 -1.922938  1.854012
 -0.473941 -1.955938  1.945012
 -0.463941 -1.980937 -1.988988
 -0.456941 -1.962937 -1.836988
 -0.346941 -2.032938 -1.688988
 -0.432941  2.043062 -1.447988
 -0.479941  1.451062 -1.180988
 -1.005941  1.579062 -1.021988
 -0.831941  1.879063 -0.920988
 -0.864941  1.921062 -1.101988
 -0.801941  1.961063 -1.171988
 -0.679941  2.006063 -1.070988
 -0.675941 -1.943938 -1.170988
 -0.666941  1.729063 -1.134988
 -0.622941  1.730062 -1.187988
 -0.483941  1.736063 -0.942988
 -0.718941  1.753062 -0.873988
 -0.629941  1.821062 -0.854988
 -0.462941  1.848063 -0.839988
 -0.653941  1.851063 -0.994988
 -0.524941 -1.526937 -0.843988
 -0.385941 -1.436937 -1.100988
 -0.634941 -1.546937 -1.219988
 -0.614941 -1.654938 -1.194988
 -0.515941 -1.813938 -1.120988
 -0.520941 -1.839937 -1.299988
 -0.486941  1.634063 -1.230988
 -0.532941  1.708063 -1.305988
 -0.604941  1.672063 -1.328988
 -0.701941  1.828063 -1.208988
 -0.699941  1.955063 -1.097988
 -0.685941 -1.933938 -1.147988
 -0.686941 -1.614938 -1.081988
 -0.736941  1.917063 -1.009988
 -0.494941  1.878062 -1.073988
 -0.517941  1.794062 -1.160988
 -0.596941  1.651062 -1.210988
 -0.577941  1.727062 -1.023988
 -0.688941  1.733063 -1.094988
 -0.500941  1.632063 -1.019988
 -0.426941  1.914063 -1.163988
 -0.817941  1.955063 -1.047988
 -0.767941  2.010062 -1.136988
 -0.804941  2.019063 -1.193988
 -0.610941  2.022063 -1.164988
 -0.646941  2.010062 -1.244988
 -0.586941  2.035063 -1.232988
 -0.441941 -1.852937 -1.247988
 -0.538941 -1.881938 -1.268988
 -0.569941  2.037062 -1.346988
 -0.665941  1.935063 -1.428988
 -0.636941  1.897063 -1.431988
 -0.623941  1.712062 -1.474988
 -0.657941  1.624063 -1.673988
 -0.645941 -1.571937 -1.721988
 -0.617941 -1.639938 -0.487988
 -0.613941 -1.679937 -0.485988
 -0.598941 -1.742937 -0.569988
 -0.685941 -1.830938 -0.697988
 -0.691941  2.038063 -0.745988
 -0.786941  1.959062 -0.868988
 -0.751941  1.942062 -1.102988
 -0.585941  2.018063 -0.585988
 -0.518941 -1.970937 -0.791988
 -0.387941 -1.843938 -0.805988
 -0.371941 -1.876938 -0.918988
 -0.436941 -1.832937 -1.148988
 -0.402941 -1.787938 -1.248988
 -0.567941 -1.866938 -1.483988
 -0.510941 -1.945938 -0.508988
 -0.483941 -1.990937 -0.603988
 -0.613941 -2.022938 -0.608988
 -0.629941  1.982062 -0.606988
 -0.520941  1.899063 -0.681988
 -0.709941  1.821062 -0.681988
 -0.687941 -1.735937 -0.768988
 -0.647941 -1.889938 -1.154988
 -0.590941 -1.774938 -1.155988
 -0.544941 -1.732937 -1.170988
 -0.600941 -1.808938 -1.319988
 -0.594941 -1.738937 -1.257988
 -0.557941  2.007062 -1.339988
 -0.626941  1.986063 -1.479988
 -0.776941  1.938063 -1.434988
 -0.674941  1.985062 -1.402988
 -0.708941  1.988063 -1.571988
 -0.634941  2.027062 -1.403988
 -0.693941  2.017062 -1.351988
 -0.776941  1.907063 -1.322988
 -0.421941  1.881063 -1.283988
 -0.395941  1.843063 -1.136988
 -0.338941  1.911062 -1.105988
 -0.418941  1.930063 -1.142988
 -0.471941 -2.035938 -1.003988
 -0.524941  2.047062 -1.111988
 -0.501941  1.727062 -1.047988
 -0.786941  1.647063 -1.769988
 -0.850941  1.656062 -1.798988
 -0.673941  1.764063 -1.740988
 -0.717941  1.859063 -1.731988
 -0.709941  1.945063 -1.784988
 -0.729941  1.948063 -1.668988
 -0.667941  1.929062 -1.577988
 -0.548941  2.028063 -1.404988
 -0.511941 -2.009938 -1.438988
 -0.465941 -1.934937 -1.370988
 -0.600941 -1.892938 -1.270988
 -0.535941 -1.964937 -1.316988
 -0.435941 -1.934937 -1.268988
 -0.430941 -1.282938 -1.274988
 -0.766941 -1.247937 -0.543988
 -0.721941 -1.177938 -0.596988
 -0.523941 -1.197937 -0.535988
 -0.530941 -1.371938 -0.637988
 -0.515941 -1.549937 -0.691988
 -0.447941 -1.648937 -0.727988
 -0.619941  1.929062 -0.876988
 -0.617941  2.013062 -1.515988
 -0.570941  2.047062 -1.377988
 -0.705941  2.046062 -1.448988
 -0.672941 -1.922938 -1.428988
 -0.726941 -1.766937 -1.237988
 -0.712941 -1.897938 -1.320988
 -0.592941 -1.801937 -1.314988
 -0.753941 -1.861938 -0.813988
 -0.756941 -1.829937 -0.806988
 -0.658941 -1.791937 -0.896988
 -0.653941 -1.828938 -0.989988
 -0.565941 -1.875937 -1.044988
 -0.668941 -1.917938 -1.285988
 -0.631941 -1.715937 -1.356988
 -0.616941 -1.851938 -0.905988
 -0.563941 -1.534938 -0.824988
 -0.584941 -1.580938 -0.925988
 -0.504941 -1.628937 -0.814988
 -0.651941 -1.754938 -0.912988
 -0.583941 -1.991938 -1.024988
 -0.664941 -1.900938 -1.088988
 -0.719941  1.972062 -1.023988
 -0.621941  1.859063 -1.136988
 -0.589941  1.933063 -1.128988
 -0.780941  1.846063 -1.136988
 -0.763941  1.716063 -1.088988
 -0.547941  1.882063 -1.158988
 -0.544941  1.742062 -1.462988
 -0.664941  1.785063 -1.453988
 -0.559941  2.017062 -1.391988
 -0.662941  1.873062 -1.242988
 -0.617941  1.703063 -1.131988
 -0.441941  1.820063 -1.134988
 -0.402941  1.893062 -1.002988
 -0.717941  1.734063 -1.483988
 -0.654941  1.788062 -1.344988
 -0.734941  1.750062 -1.541988
 -0.560941  1.665063 -1.683988
 -0.593941  1.610062 -1.703988
 -0.482941  1.645062 -1.725988
 -0.492941  1.957062 -1.696988
 -0.555941  1.971063 -1.551988
 -0.576941  1.892063 -1.498988
 -0.685941  1.816062 -1.625988
 -0.651941  1.850062 -1.509988
 -0.568941  1.927063 -1.539988
 -0.553941  1.855062 -1.560988
 -0.592941  1.346063 -1.400988
 -0.701941  1.315063 -1.858988
 -0.634941  1.307063 -1.664988
 -0.757941  1.309062 -1.720988
 -0.624941  1.454062 -1.523988
 -0.785941  1.647063 -1.316988
 -0.822941  1.869063 -1.215988
 -0.728941  2.047062 -1.046988
 -0.449941  1.743062 -1.991988
 -0.546941  1.418062  1.650012
 -0.659941  1.210063  1.389012
 -0.572941  0.956062  1.194012
 -0.610941  0.836062  0.880012
 -0.597941  0.802063  0.923012
 -0.629941  2.035063  0.881012
 -0.725941  1.821062 -1.314988
 -0.616941  1.616063 -1.780988
 -0.654941  1.361063 -2.014988
 -0.610941  1.140062  1.981012
 -0.637941  1.064062  1.750012
 -0.599941  1.116063  1.815012
 -0.557941 -0.085938  1.920012
 -0.591941 -0.047938 -0.542988
 -0.492941 -0.327938 -0.908988
 -0.000004 -0.000004 -1.239988
 -0.000004 -0.000004 -0.000004
 -0.000004 -0.000004 -0.000004
 -0.000133  1.808176 -0.000004
 -0.752137 -1.263832 -2.044074
  0.271859  1.808164  1.027926
  0.527855 -2.031840 -0.508074
 -0.752152  0.528156 -0.508070
  1.039844  1.808156 -0.508074
  1.295844 -1.007848 -1.788074
  0.527879  1.552168 -0.508074
  0.271891  0.784172 -1.788074
 -1.520105 -0.239828  1.027926
 -0.752102  0.528172 -0.508070
 -1.776102 -1.263824  0.259930
  1.039895  1.040176 -1.276070
 -1.264109  0.272180 -1.020070
  1.551879 -1.007852 -1.788070
  1.551887 -2.031852  1.283930
 -0.240109  1.552148 -2.044066
  0.527891 -1.775852 -0.764070
 -1.520113 -0.239852 -0.508070
  0.015879  0.528148 -0.252066
  0.271871  1.808148 -1.788066
  0.527844  1.552195 -2.044070
 -1.008148  0.528199  0.771922
 -0.240141 -2.031797  1.539922
  0.783871 -0.751797 -0.508074
  0.271879 -1.519797  1.795922
  0.783887 -1.263797  0.003926
 -1.776113 -0.495797 -1.788074
 -1.264168  1.296152 -1.020074
 -0.240160  0.528148 -0.508070
  0.271844  1.040152 -2.044074
  0.015848 -1.007848  0.003926
  1.295852 -0.239844 -1.276070
 -1.776145  1.808156 -1.532074
  1.039859  0.016156 -1.276070
 -1.264184  1.040164 -0.252070
 -1.776180  0.016168 -1.020074
 -1.520180 -1.263828  1.027926
  1.039824  0.016176  1.283922
 -0.240168  1.808180 -1.532078
  1.807836 -1.775816 -1.020074
 -0.752160  1.040184  0.515922
  1.551832  1.040148  1.027922
  1.551824 -2.031848 -0.764074
  1.807824 -1.007844 -1.020074
 -2.032180 -1.007844 -1.276074
  1.551820  1.808160  1.283922
 -1.776180 -0.239836  1.283922
 -2.032180 -1.007832  0.003922
 -0.496137  1.040156 -0.252078
 -0.240141  1.296156  1.283926
  0.783855  1.552156 -0.764074
  1.551852  1.808156  1.283926
 -0.496145 -0.751840 -1.276074
